x,y,z
810,831,2967
823,824,2942
851,831,2967
885,824,2942
768,810,2967
789,810,2967
810,810,2967
830,810,2967
844,803,2942
864,803,2942
885,803,2942
913,810,2967
768,789,2967
789,789,2967
803,783,2942
823,783,2942
844,783,2942
864,783,2942
885,783,2942
913,789,2967
768,769,2967
782,762,2942
803,762,2942
816,756,2917
837,756,2917
857,756,2917
885,762,2942
913,769,2967
768,748,2967
782,742,2942
796,735,2917
816,735,2917
844,742,2942
864,742,2942
885,742,2942
906,742,2942
747,727,2967
768,727,2967
782,721,2942
803,721,2942
823,721,2942
844,721,2942
864,721,2942
885,721,2942
906,721,2942
926,721,2942
768,706,2967
782,700,2942
803,700,2942
816,694,2917
837,694,2917
857,694,2917
885,700,2942
906,700,2942
926,700,2942
781,716,3101
775,691,2993
782,680,2942
803,680,2942
823,680,2942
837,674,2917
864,680,2942
885,680,2942
898,674,2917
767,682,3046
768,665,2967
782,659,2942
796,653,2917
816,653,2917
837,653,2917
864,659,2942
885,659,2942
906,659,2942
926,659,2942
762,638,2942
782,638,2942
803,638,2942
816,633,2917
837,633,2917
857,633,2917
893,644,2967
913,644,2967
934,644,2967
789,623,2967
803,618,2942
816,613,2917
830,608,2893
850,608,2893
893,623,2967
913,623,2967
959,640,3046
789,602,2967
803,597,2942
816,592,2917
837,592,2917
864,597,2942
893,602,2967
906,597,2942
934,602,2967
923,582,2869
803,577,2942
823,577,2942
844,577,2942
864,577,2942
885,577,2942
906,577,2942
911,567,2893
923,562,2869
943,562,2869
964,562,2869
838,566,2993
851,561,2967
864,556,2942
878,551,2917
891,547,2893
896,538,2845
916,538,2845
936,538,2845
955,538,2845
975,538,2845
845,549,3019
866,549,3019
872,540,2967
870,526,2893
876,518,2845
896,518,2845
901,509,2799
928,514,2822
948,514,2822
967,514,2822
995,518,2845
1024,522,2869
866,528,3019
864,515,2942
863,502,2869
876,498,2845
888,494,2822
894,486,2777
920,490,2799
948,494,2822
967,494,2822
987,494,2822
1024,502,2869
851,498,2967
857,490,2917
863,482,2869
869,474,2822
881,470,2799
894,466,2777
920,470,2799
948,474,2822
960,470,2799
987,474,2822
1015,478,2845
823,474,2942
844,474,2942
843,462,2869
856,458,2845
869,454,2822
881,451,2799
894,447,2777
913,447,2777
940,451,2799
960,451,2799
979,451,2799
1015,458,2845
1035,458,2845
830,457,2967
844,453,2942
843,442,2869
856,438,2845
869,434,2822
881,431,2799
894,428,2777
913,428,2777
940,431,2799
960,431,2799
971,428,2777
1007,434,2822
1035,438,2845
817,440,2993
830,436,2967
830,425,2893
843,422,2869
856,418,2845
876,418,2845
881,411,2799
894,408,2777
913,408,2777
933,408,2777
952,408,2777
971,408,2777
999,411,2799
1035,418,2845
817,430,3073
817,419,2993
823,412,2942
823,402,2869
836,398,2845
856,398,2845
869,395,2822
881,392,2799
894,389,2777
913,389,2777
933,389,2777
952,389,2777
971,389,2777
991,389,2777
1027,395,2822
817,409,3073
817,398,2993
823,391,2942
830,385,2893
843,381,2869
856,378,2845
862,372,2799
867,366,2754
886,366,2754
913,369,2777
933,369,2777
952,369,2777
971,369,2777
991,369,2777
1018,372,2799
789,374,2967
810,374,2967
816,367,2917
830,364,2893
843,361,2869
856,358,2845
862,352,2799
867,347,2754
886,347,2754
913,350,2777
933,350,2777
952,350,2777
963,347,2754
991,350,2777
1018,352,2799
789,353,2967
810,353,2967
816,347,2917
823,341,2869
843,341,2869
856,338,2845
855,330,2777
867,328,2754
894,330,2777
913,330,2777
925,328,2754
944,328,2754
963,328,2754
991,330,2777
1018,333,2799
803,338,3019
810,332,2967
816,326,2917
830,324,2893
843,321,2869
856,318,2845
855,311,2777
867,308,2754
886,308,2754
913,311,2777
925,308,2754
944,308,2754
963,308,2754
991,311,2777
1044,321,2869
810,320,3046
810,311,2967
816,306,2917
837,306,2917
843,301,2869
856,298,2845
869,296,2822
874,291,2777
894,291,2777
906,289,2754
925,289,2754
944,289,2754
963,289,2754
991,291,2777
1044,301,2869
810,298,3046
803,288,2942
816,286,2917
830,283,2893
843,281,2869
856,279,2845
876,279,2845
888,276,2822
894,272,2777
906,270,2754
925,270,2754
944,270,2754
963,270,2754
983,270,2754
1018,274,2799
796,272,2993
803,267,2942
816,265,2917
830,263,2893
843,261,2869
863,261,2869
876,259,2845
896,259,2845
901,254,2799
906,250,2754
925,250,2754
944,250,2754
963,250,2754
991,252,2777
1061,265,2917
796,251,2993
803,247,2942
816,245,2917
830,243,2893
850,243,2893
870,243,2893
883,241,2869
903,241,2869
901,235,2799
906,231,2754
925,231,2754
944,231,2754
963,231,2754
999,235,2799
1053,243,2893
1100,249,2967
788,234,3046
796,230,2993
803,226,2942
816,224,2917
837,224,2917
857,224,2917
870,222,2893
883,221,2869
896,219,2845
894,214,2777
906,212,2754
925,212,2754
944,212,2754
963,212,2754
999,215,2799
1061,224,2917
1091,226,2942
788,213,3046
796,209,2993
803,206,2942
823,206,2942
844,206,2942
857,204,2917
870,202,2893
883,201,2869
896,199,2845
886,192,2754
906,192,2754
925,192,2754
944,192,2754
963,192,2754
1015,199,2845
1061,204,2917
1100,207,2967
759,195,3101
795,199,3157
788,192,3046
796,188,2993
803,185,2942
823,185,2942
844,185,2942
857,183,2917
863,180,2869
876,179,2845
881,176,2799
886,173,2754
899,172,2733
925,173,2754
937,172,2733
979,176,2799
1024,180,2869
1053,182,2893
1091,185,2942
795,181,3246
802,178,3186
788,170,3046
796,167,2993
803,164,2942
816,163,2917
837,163,2917
850,162,2893
863,160,2869
876,159,2845
874,155,2777
886,154,2754
899,153,2733
925,154,2754
944,154,2754
1004,160,2869
1032,162,2893
1061,163,2917
1100,166,2967
775,146,2993
789,145,2967
803,144,2942
823,144,2942
837,143,2917
850,141,2893
863,140,2869
869,138,2822
867,135,2754
886,135,2754
906,135,2754
925,135,2754
967,138,2822
1004,140,2869
1032,141,2893
1061,143,2917
788,128,3046
789,124,2967
803,123,2942
823,123,2942
837,122,2917
843,120,2869
863,120,2869
855,116,2777
867,115,2754
886,115,2754
906,115,2754
925,115,2754
975,119,2845
1012,121,2893
1041,122,2917
1061,122,2917
795,107,3073
796,104,2993
810,103,2967
823,103,2942
837,102,2917
843,100,2869
856,99,2845
848,96,2754
867,96,2754
886,96,2754
906,96,2754
955,99,2845
984,100,2869
1004,100,2869
1032,101,2893
1061,102,2917
795,86,3073
803,84,3019
810,83,2967
823,82,2942
830,81,2893
843,80,2869
842,78,2799
848,77,2754
867,77,2754
894,77,2777
936,79,2845
964,80,2869
984,80,2869
1004,80,2869
1032,81,2893
788,64,3046
796,62,2993
803,61,2942
816,61,2917
830,60,2893
822,58,2799
835,58,2777
848,57,2754
874,58,2777
908,59,2822
936,59,2845
964,60,2869
984,60,2869
1004,60,2869
1041,61,2917
803,42,3019
810,41,2967
823,41,2942
803,39,2799
816,38,2777
835,38,2777
862,39,2799
896,39,2845
916,39,2845
936,39,2845
964,40,2869
984,40,2869
1004,40,2869
1041,40,2917
803,21,3019
803,20,2942
783,19,2799
797,19,2777
816,19,2777
828,19,2754
869,19,2822
896,19,2845
923,20,2869
943,20,2869
964,20,2869
984,20,2869
1004,20,2869
1041,20,2917
1089,20,2993
769,0,2893
764,0,2799
777,0,2777
797,0,2777
816,0,2777
835,0,2777
876,0,2845
896,0,2845
923,0,2869
943,0,2869
964,0,2869
984,0,2869
1004,0,2869
1041,0,2917
1089,0,2993
762,-21,2942
756,-20,2845
764,-20,2799
777,-20,2777
797,-20,2777
816,-20,2777
849,-20,2822
883,-21,2869
903,-21,2869
923,-21,2869
943,-21,2869
964,-21,2869
984,-21,2869
1004,-21,2869
1041,-21,2917
1098,-22,3019
755,-41,2917
756,-40,2845
770,-40,2822
777,-39,2777
790,-39,2754
816,-39,2777
856,-40,2845
883,-41,2869
903,-41,2869
916,-40,2845
943,-41,2869
964,-41,2869
984,-41,2869
1012,-41,2893
1050,-42,2942
741,-62,2942
762,-62,2942
763,-61,2869
770,-60,2822
777,-59,2777
797,-59,2777
829,-60,2822
863,-61,2869
883,-61,2869
896,-60,2845
916,-60,2845
936,-60,2845
964,-61,2869
984,-61,2869
1020,-62,2917
1050,-62,2942
741,-83,2942
762,-83,2942
775,-82,2917
783,-81,2869
796,-80,2845
816,-80,2845
843,-81,2869
863,-81,2869
883,-81,2869
896,-80,2845
916,-80,2845
943,-81,2869
964,-81,2869
984,-81,2869
1012,-82,2893
747,-104,2967
768,-104,2967
782,-104,2942
796,-103,2917
810,-102,2893
823,-101,2869
843,-101,2869
863,-101,2869
883,-101,2869
903,-101,2869
923,-101,2869
943,-101,2869
972,-102,2893
992,-102,2893
747,-125,2967
762,-124,2942
782,-124,2942
803,-124,2942
816,-123,2917
830,-122,2893
843,-121,2869
863,-121,2869
883,-121,2869
903,-121,2869
923,-121,2869
943,-121,2869
972,-122,2893
1009,-124,2942
747,-146,2967
762,-145,2942
782,-145,2942
796,-144,2917
810,-142,2893
830,-142,2893
843,-141,2869
863,-141,2869
883,-141,2869
903,-141,2869
923,-141,2869
951,-142,2893
980,-144,2917
1017,-146,2967
747,-167,2967
762,-165,2942
775,-164,2917
789,-163,2893
810,-163,2893
823,-161,2869
843,-161,2869
863,-161,2869
883,-161,2869
911,-163,2893
931,-163,2893
959,-164,2917
988,-165,2942
741,-186,2942
762,-186,2942
775,-184,2917
789,-183,2893
810,-183,2893
823,-181,2869
843,-181,2869
870,-183,2893
891,-183,2893
911,-183,2893
939,-184,2917
967,-186,2942
996,-188,2967
720,-207,2942
741,-207,2942
755,-205,2917
775,-205,2917
796,-205,2917
810,-203,2893
823,-202,2869
850,-203,2893
870,-203,2893
883,-202,2869
911,-203,2893
947,-207,2942
967,-207,2942
996,-208,2967
726,-229,2967
741,-227,2942
762,-227,2942
769,-223,2893
789,-223,2893
803,-222,2869
830,-223,2893
850,-223,2893
870,-223,2893
883,-222,2869
911,-223,2893
947,-227,2942
967,-227,2942
988,-227,2942
747,-250,2967
762,-248,2942
775,-246,2917
783,-242,2869
810,-244,2893
830,-244,2893
850,-244,2893
863,-242,2869
891,-244,2893
918,-246,2917
947,-248,2942
984,-252,2993
741,-268,2942
762,-268,2942
775,-266,2917
789,-264,2893
810,-264,2893
830,-264,2893
850,-264,2893
870,-264,2893
891,-264,2893
926,-268,2942
955,-271,2967
1002,-278,3046
747,-292,2967
762,-289,2942
775,-287,2917
789,-284,2893
810,-284,2893
837,-287,2917
850,-284,2893
870,-284,2893
898,-287,2917
926,-289,2942
963,-294,2993
1002,-299,3046
762,-310,2942
775,-307,2917
796,-307,2917
816,-307,2917
837,-307,2917
857,-307,2917
878,-307,2917
906,-310,2942
934,-312,2967
980,-321,3046
1002,-321,3046
741,-330,2942
762,-330,2942
775,-327,2917
803,-330,2942
816,-327,2917
837,-327,2917
857,-327,2917
885,-330,2942
906,-330,2942
934,-333,2967
972,-339,3019
1002,-342,3046
747,-354,2967
762,-351,2942
782,-351,2942
803,-351,2942
816,-348,2917
844,-351,2942
857,-348,2917
878,-348,2917
906,-351,2942
926,-351,2942
1007,-373,3129
1029,-373,3129
747,-375,2967
762,-372,2942
782,-372,2942
803,-372,2942
823,-372,2942
844,-372,2942
864,-372,2942
885,-372,2942
906,-372,2942
934,-375,2967
1016,-399,3157
1048,-402,3186
747,-395,2967
762,-392,2942
782,-392,2942
803,-392,2942
823,-392,2942
844,-392,2942
864,-392,2942
885,-392,2942
913,-395,2967
934,-395,2967
1016,-421,3157
1048,-425,3186
747,-416,2967
768,-416,2967
789,-416,2967
803,-413,2942
823,-413,2942
837,-409,2917
864,-413,2942
885,-413,2942
906,-413,2942
934,-416,2967
1016,-443,3157
1038,-443,3157
1070,-447,3186
747,-437,2967
768,-437,2967
789,-437,2967
810,-437,2967
823,-433,2942
844,-433,2942
864,-433,2942
885,-433,2942
906,-433,2942
934,-437,2967
1016,-465,3157
1038,-465,3157
1070,-469,3186
760,-466,3019
768,-458,2967
789,-458,2967
810,-458,2967
830,-458,2967
844,-454,2942
864,-454,2942
893,-458,2967
913,-458,2967
934,-458,2967
998,-478,3101
1048,-492,3186
1070,-492,3186
1092,-492,3186
760,-487,3019
775,-483,2993
789,-479,2967
810,-479,2967
830,-479,2967
844,-475,2942
864,-475,2942
885,-475,2942
913,-479,2967
926,-475,2942
989,-496,3073
1048,-514,3186
1070,-514,3186
1092,-514,3186
760,-508,3019
775,-504,2993
789,-499,2967
810,-499,2967
823,-495,2942
844,-495,2942
864,-495,2942
885,-495,2942
906,-495,2942
926,-495,2942
998,-522,3101
1038,-531,3157
1070,-536,3186
760,-529,3019
775,-525,2993
789,-520,2967
810,-520,2967
830,-520,2967
851,-520,2967
872,-520,2967
885,-516,2942
906,-516,2942
926,-516,2942
963,-525,2993
1048,-559,3186
1070,-559,3186
1103,-564,3216
1136,-569,3246
760,-550,3019
781,-550,3019
789,-541,2967
810,-541,2967
830,-541,2967
851,-541,2967
872,-541,2967
885,-536,2942
906,-536,2942
926,-536,2942
963,-546,2993
1048,-581,3186
1070,-581,3186
1103,-586,3216
1136,-592,3246
1137,-581,3186
754,-567,2993
781,-572,3019
789,-562,2967
810,-562,2967
830,-562,2967
851,-562,2967
864,-557,2942
885,-557,2942
906,-557,2942
926,-557,2942
963,-567,2993
1048,-603,3186
1070,-603,3186
1103,-609,3216
1136,-615,3246
1148,-609,3216
775,-588,2993
796,-588,2993
810,-583,2967
830,-583,2967
844,-578,2942
864,-578,2942
885,-578,2942
913,-583,2967
926,-578,2942
1007,-614,3129
1048,-625,3186
1070,-625,3186
1103,-631,3216
1125,-631,3216
1148,-631,3216
775,-609,2993
796,-609,2993
810,-603,2967
830,-603,2967
844,-598,2942
864,-598,2942
885,-598,2942
913,-603,2967
934,-603,2967
980,-619,3046
1048,-648,3186
1070,-648,3186
1103,-654,3216
1115,-648,3186
1137,-648,3186
1159,-648,3186
781,-635,3019
796,-630,2993
810,-624,2967
830,-624,2967
851,-624,2967
864,-619,2942
885,-619,2942
913,-624,2967
934,-624,2967
980,-641,3046
1048,-670,3186
1070,-670,3186
1103,-676,3216
1125,-676,3216
1148,-676,3216
1159,-670,3186
781,-656,3019
796,-651,2993
817,-651,2993
830,-645,2967
851,-645,2967
872,-645,2967
885,-639,2942
913,-645,2967
934,-645,2967
998,-674,3101
1058,-699,3216
1080,-699,3216
1103,-699,3216
1136,-705,3246
1148,-699,3216
1170,-699,3216
775,-672,2993
803,-677,3019
824,-677,3019
838,-672,2993
851,-666,2967
872,-666,2967
893,-666,2967
913,-666,2967
934,-666,2967
980,-683,3046
1067,-728,3246
1080,-722,3216
1103,-722,3216
1125,-722,3216
1148,-722,3216
1181,-728,3246
1204,-728,3246
1215,-722,3216
781,-698,3019
803,-698,3019
824,-698,3019
845,-698,3019
859,-692,2993
872,-686,2967
893,-686,2967
913,-686,2967
934,-686,2967
963,-692,2993
1078,-758,3277
1090,-751,3246
1113,-751,3246
1125,-744,3216
1148,-744,3216
1181,-751,3246
1204,-751,3246
1215,-744,3216
803,-720,3019
817,-713,2993
838,-713,2993
859,-713,2993
879,-713,2993
893,-707,2967
913,-707,2967
934,-707,2967
963,-713,2993
1058,-767,3216
1101,-781,3277
1113,-774,3246
1125,-767,3216
1148,-767,3216
1181,-774,3246
1193,-767,3216
1204,-759,3186
810,-747,3046
824,-741,3019
845,-741,3019
866,-741,3019
879,-734,2993
893,-728,2967
913,-728,2967
934,-728,2967
963,-734,2993
1011,-754,3073
1090,-796,3246
1113,-796,3246
1136,-796,3246
1158,-796,3246
1181,-796,3246
1193,-789,3216
831,-769,3046
852,-769,3046
866,-762,3019
872,-749,2967
900,-755,2993
921,-755,2993
942,-755,2993
963,-755,2993
993,-762,3019
1090,-819,3246
1113,-819,3246
1136,-819,3246
1158,-819,3246
1170,-812,3216
1193,-812,3216
838,-797,3073
845,-783,3019
851,-770,2967
872,-770,2967
893,-770,2967
921,-776,2993
942,-776,2993
963,-776,2993
993,-783,3019
1023,-790,3046
1135,-858,3309
1158,-858,3309
1181,-858,3309
1192,-850,3277
1204,-842,3246
838,-819,3073
852,-811,3046
851,-790,2967
872,-790,2967
893,-790,2967
913,-790,2967
934,-790,2967
955,-790,2967
984,-797,2993
1014,-804,3019
838,-840,3073
852,-833,3046
859,-818,2993
872,-811,2967
893,-811,2967
913,-811,2967
934,-811,2967
955,-811,2967
984,-818,2993
1023,-833,3046
810,-854,3046
831,-854,3046
852,-854,3046
859,-839,2993
872,-832,2967
900,-839,2993
921,-839,2993
934,-832,2967
963,-839,2993
993,-847,3019
1014,-847,3019
859,-860,2993
879,-860,2993
908,-868,3019
929,-868,3019
942,-860,2993
955,-853,2967
984,-860,2993
1014,-868,3019
