x,y,z
734,872,3277
757,872,3277
779,872,3277
802,872,3277
825,872,3277
840,864,3246
718,857,3309
734,849,3277
749,841,3246
772,841,3246
795,841,3246
818,841,3246
840,841,3246
855,833,3216
886,841,3246
718,834,3309
734,826,3277
749,818,3246
772,818,3246
795,818,3246
818,818,3246
832,811,3216
855,811,3216
886,818,3246
718,811,3309
734,803,3277
749,795,3246
765,788,3216
787,788,3216
810,788,3216
832,788,3216
855,788,3216
886,795,3246
900,788,3216
694,788,3309
718,788,3309
734,780,3277
749,773,3246
772,773,3246
787,766,3216
810,766,3216
832,766,3216
855,766,3216
886,773,3246
900,766,3216
701,772,3341
718,765,3309
734,757,3277
749,750,3246
772,750,3246
795,750,3246
818,750,3246
832,743,3216
855,743,3216
878,743,3216
908,750,3246
715,763,3406
718,741,3309
734,734,3277
749,727,3246
765,721,3216
795,727,3246
825,734,3277
840,727,3246
855,721,3216
878,721,3216
908,727,3246
718,718,3309
734,711,3277
749,704,3246
772,704,3246
795,704,3246
818,704,3246
840,704,3246
871,711,3277
886,704,3246
718,695,3309
741,695,3309
757,688,3277
779,688,3277
795,682,3246
818,682,3246
832,675,3216
863,682,3246
886,682,3246
675,653,3216
704,659,3246
727,659,3246
757,665,3277
779,665,3277
795,659,3246
818,659,3246
840,659,3246
863,659,3246
869,647,3186
884,641,3157
906,641,3157
928,641,3157
669,624,3186
697,630,3216
713,624,3186
749,636,3246
779,642,3277
802,642,3277
825,642,3277
848,642,3277
863,636,3246
861,619,3157
868,608,3101
898,613,3129
919,613,3129
933,608,3101
630,608,3216
652,608,3216
669,602,3186
691,602,3186
713,602,3186
749,614,3246
779,619,3277
802,619,3277
818,614,3246
825,602,3186
824,586,3101
831,576,3046
860,581,3073
881,581,3073
903,581,3073
925,581,3073
946,581,3073
669,580,3186
691,580,3186
713,580,3186
736,580,3186
810,585,3216
810,569,3129
817,559,3073
831,554,3046
852,554,3046
874,554,3046
903,559,3073
925,559,3073
946,559,3073
976,564,3101
669,558,3186
685,552,3157
713,558,3186
781,543,3101
795,538,3073
810,533,3046
831,533,3046
852,533,3046
881,538,3073
903,538,3073
925,538,3073
946,538,3073
976,543,3101
998,543,3101
663,530,3157
685,530,3157
707,530,3157
774,516,3073
788,512,3046
810,512,3046
831,512,3046
845,507,3019
874,512,3046
903,516,3073
916,512,3046
946,516,3073
976,521,3101
1007,526,3129
669,513,3186
672,499,3101
694,499,3101
716,499,3101
746,490,3046
760,486,3019
781,486,3019
810,490,3046
831,490,3046
852,490,3046
874,490,3046
903,495,3073
925,495,3073
946,495,3073
985,504,3129
1016,508,3157
669,491,3186
679,482,3129
688,473,3073
703,469,3046
724,469,3046
746,469,3046
767,469,3046
781,465,3019
803,465,3019
824,465,3019
852,469,3046
881,473,3073
903,473,3073
933,477,3101
955,477,3101
976,477,3101
998,477,3101
675,473,3216
679,460,3129
688,452,3073
709,452,3073
731,452,3073
746,448,3046
760,444,3019
781,444,3019
803,444,3019
831,448,3046
852,448,3046
874,448,3046
903,452,3073
933,456,3101
955,456,3101
976,456,3101
1007,460,3129
672,434,3101
688,430,3073
703,426,3046
724,426,3046
746,426,3046
767,426,3046
788,426,3046
803,423,3019
831,426,3046
852,426,3046
874,426,3046
911,434,3101
941,438,3129
955,434,3101
976,434,3101
1007,438,3129
1029,438,3129
666,409,3073
688,409,3073
703,405,3046
718,401,3019
739,401,3019
767,405,3046
788,405,3046
810,405,3046
831,405,3046
852,405,3046
881,409,3073
911,412,3101
933,412,3101
955,412,3101
976,412,3101
1007,416,3129
1029,416,3129
666,387,3073
688,387,3073
703,384,3046
718,380,3019
739,380,3019
760,380,3019
788,384,3046
810,384,3046
838,387,3073
860,387,3073
881,387,3073
911,391,3101
933,391,3101
955,391,3101
985,394,3129
1007,394,3129
1029,394,3129
688,366,3073
703,362,3046
724,362,3046
739,359,3019
760,359,3019
788,362,3046
817,366,3073
838,366,3073
868,369,3101
890,369,3101
911,369,3101
941,372,3129
955,369,3101
985,372,3129
1016,376,3157
1029,372,3129
1070,379,3186
1179,409,3440
709,344,3073
724,341,3046
746,341,3046
774,344,3073
803,347,3101
824,347,3101
854,350,3129
876,350,3129
898,350,3129
919,350,3129
933,347,3101
955,347,3101
976,347,3101
1016,353,3157
1038,353,3157
1080,360,3216
1179,385,3440
1204,385,3440
810,347,3309
795,331,3157
803,325,3101
824,325,3101
854,328,3129
876,328,3129
898,328,3129
919,328,3129
933,325,3101
955,325,3101
985,328,3129
1007,328,3129
1038,331,3157
1070,334,3186
1179,361,3440
1204,361,3440
1216,357,3406
818,327,3341
818,318,3246
803,304,3101
832,306,3129
861,309,3157
876,306,3129
