x,y,z
886,841,3246
908,841,3246
1035,891,3440
880,834,3309
894,826,3277
908,818,3246
931,818,3246
963,826,3277
986,826,3277
871,803,3277
886,795,3246
900,788,3216
914,781,3186
954,795,3246
977,795,3246
990,788,3216
871,780,3277
869,758,3186
900,766,3216
914,758,3186
936,758,3186
968,766,3216
990,766,3216
985,745,3129
840,750,3246
847,736,3186
869,736,3186
892,736,3186
914,736,3186
936,736,3186
968,743,3216
990,743,3216
1022,750,3246
848,734,3277
847,714,3186
869,714,3186
892,714,3186
914,714,3186
936,714,3186
968,721,3216
990,721,3216
1013,721,3216
857,718,3309
863,704,3246
878,698,3216
900,698,3216
914,691,3186
936,691,3186
968,698,3216
990,698,3216
1013,698,3216
857,695,3309
871,688,3277
886,682,3246
900,675,3216
923,675,3216
936,669,3186
959,669,3186
999,682,3246
1022,682,3246
863,659,3246
878,653,3216
900,653,3216
923,653,3216
945,653,3216
959,647,3186
990,653,3216
1013,653,3216
863,636,3246
878,630,3216
900,630,3216
914,624,3186
945,630,3216
968,630,3216
990,630,3216
1013,630,3216
871,619,3277
894,619,3277
900,608,3216
923,608,3216
954,614,3246
968,608,3216
990,608,3216
1013,608,3216
1025,602,3186
863,591,3246
878,585,3216
908,591,3246
940,596,3277
954,591,3246
977,591,3246
990,585,3216
1013,585,3216
1025,580,3186
1048,580,3186
1051,569,3129
1054,559,3073
940,573,3277
963,573,3277
986,573,3277
990,563,3216
1003,558,3186
1016,552,3157
1029,548,3129
1041,543,3101
1054,538,3073
1085,543,3101
1107,543,3101
931,545,3246
963,551,3277
986,551,3277
981,535,3186
994,530,3157
998,521,3101
1020,521,3101
1032,516,3073
1054,516,3073
1085,521,3101
1097,516,3073
1118,516,3073
940,528,3277
963,528,3277
959,513,3186
972,508,3157
985,504,3129
998,499,3101
1011,495,3073
1032,495,3073
1054,495,3073
1075,495,3073
1097,495,3073
1118,495,3073
1130,490,3046
949,510,3309
963,505,3277
959,491,3186
972,486,3157
994,486,3157
998,477,3101
1020,477,3101
1032,473,3073
1054,473,3073
1075,473,3073
1097,473,3073
1118,473,3073
1140,473,3073
917,482,3277
931,477,3246
954,477,3246
959,468,3186
972,464,3157
976,456,3101
998,456,3101
1011,452,3073
1032,452,3073
1044,448,3046
1066,448,3046
1097,452,3073
1118,452,3073
1130,448,3046
917,459,3277
931,454,3246
936,446,3186
950,442,3157
972,442,3157
976,434,3101
998,434,3101
1011,430,3073
1032,430,3073
1054,430,3073
1066,426,3046
1087,426,3046
1118,430,3073
1140,430,3073
1161,430,3073
917,436,3277
931,432,3246
936,424,3186
950,420,3157
972,420,3157
976,412,3101
998,412,3101
1020,412,3101
1041,412,3101
1054,409,3073
1066,405,3046
1087,405,3046
1118,409,3073
1140,409,3073
1151,405,3046
912,421,3341
917,413,3277
914,401,3186
936,401,3186
950,398,3157
963,394,3129
976,391,3101
998,391,3101
1020,391,3101
1032,387,3073
1054,387,3073
1066,384,3046
1077,380,3019
1108,384,3046
1130,384,3046
1151,384,3046
912,397,3341
926,394,3309
914,379,3186
936,379,3186
950,376,3157
955,369,3101
985,372,3129
1007,372,3129
1020,369,3101
1032,366,3073
1044,362,3046
1066,362,3046
1087,362,3046
1108,362,3046
1130,362,3046
1151,362,3046
917,367,3277
923,360,3216
936,357,3186
950,353,3157
963,350,3129
985,350,3129
1007,350,3129
1020,347,3101
1032,344,3073
1044,341,3046
1066,341,3046
1087,341,3046
1108,341,3046
1130,341,3046
1151,341,3046
1172,341,3046
926,347,3309
923,337,3216
936,334,3186
950,331,3157
963,328,3129
985,328,3129
1007,328,3129
1020,325,3101
1023,320,3046
1044,320,3046
1066,320,3046
1087,320,3046
1108,320,3046
1120,317,3019
1151,320,3046
1172,320,3046
908,318,3246
914,312,3186
936,312,3186
950,309,3157
972,309,3157
985,306,3129
1007,306,3129
1020,304,3101
1032,301,3073
1054,301,3073
1066,298,3046
1077,296,3019
1098,296,3019
1110,293,2993
1141,296,3019
1172,298,3046
908,295,3246
914,290,3186
928,287,3157
950,287,3157
963,284,3129
985,284,3129
998,282,3101
1020,282,3101
1041,282,3101
1063,282,3101
1066,277,3046
1087,277,3046
1098,274,3019
1110,272,2993
1141,274,3019
1162,274,3019
903,278,3309
917,275,3277
923,270,3216
936,267,3186
950,265,3157
963,263,3129
985,263,3129
998,260,3101
1020,260,3101
1041,260,3101
1054,258,3073
1075,258,3073
1087,256,3046
1098,253,3019
1110,251,2993
1131,251,2993
1162,253,3019
894,252,3277
917,252,3277
923,247,3216
936,245,3186
950,243,3157
972,243,3157
985,241,3129
1007,241,3129
1020,238,3101
1041,238,3101
1054,236,3073
1066,234,3046
1077,232,3019
1098,232,3019
1110,230,2993
1131,230,2993
880,231,3309
894,229,3277
908,227,3246
931,227,3246
936,223,3186
950,221,3157
972,221,3157
985,219,3129
1007,219,3129
1020,217,3101
1041,217,3101
1044,213,3046
1056,211,3019
1068,209,2993
1098,211,3019
1120,211,3019
1141,211,3019
894,206,3277
908,204,3246
923,202,3216
936,200,3186
950,199,3157
963,197,3129
985,197,3129
1007,197,3129
1020,195,3101
1032,193,3073
1035,190,3019
1047,188,2993
1068,188,2993
1089,188,2993
