x,y,z
846,825,3101
868,825,3101
881,818,3073
903,818,3073
925,818,3073
946,818,3073
817,796,3073
838,796,3073
860,796,3073
874,789,3046
895,789,3046
916,789,3046
938,789,3046
810,768,3046
831,768,3046
852,768,3046
874,768,3046
895,768,3046
916,768,3046
938,768,3046
817,753,3073
831,746,3046
852,746,3046
874,746,3046
895,746,3046
916,746,3046
938,746,3046
968,753,3073
795,732,3073
817,732,3073
831,725,3046
845,719,3019
859,712,2993
879,712,2993
916,725,3046
946,732,3073
959,725,3046
795,710,3073
817,710,3073
831,704,3046
852,704,3046
866,697,3019
887,697,3019
916,704,3046
946,710,3073
959,704,3046
795,688,3073
817,688,3073
831,682,3046
845,676,3019
866,676,3019
887,676,3019
916,682,3046
946,688,3073
968,688,3073
817,667,3073
831,661,3046
845,655,3019
874,661,3046
895,661,3046
908,655,3019
946,667,3073
968,667,3073
817,645,3073
831,640,3046
852,640,3046
874,640,3046
895,640,3046
916,640,3046
938,640,3046
976,651,3101
817,624,3073
831,618,3046
852,618,3046
874,618,3046
895,618,3046
916,618,3046
946,624,3073
968,624,3073
838,602,3073
845,592,3019
874,597,3046
895,597,3046
925,602,3073
946,602,3073
968,602,3073
980,597,3046
838,581,3073
860,581,3073
890,586,3101
903,581,3073
925,581,3073
946,581,3073
959,576,3046
972,571,3019
993,571,3019
1005,566,2993
890,564,3101
903,559,3073
925,559,3073
938,554,3046
942,545,2993
947,535,2942
976,540,2967
988,535,2942
1009,535,2942
1020,531,2917
900,563,3216
898,548,3129
903,538,3073
916,533,3046
929,528,3019
934,519,2967
947,515,2942
967,515,2942
980,510,2917
1000,510,2917
1020,510,2917
1050,515,2942
898,526,3129
903,516,3073
925,516,3073
921,503,2993
926,494,2942
939,490,2917
959,490,2917
980,490,2917
1000,490,2917
1029,494,2942
1050,494,2942
1070,494,2942
884,508,3157
898,504,3129
895,490,3046
908,486,3019
913,478,2967
926,474,2942
939,470,2917
967,474,2942
980,470,2917
1000,470,2917
1020,470,2917
1050,474,2942
1080,478,2967
876,482,3129
890,477,3101
895,469,3046
900,461,2993
906,453,2942
918,449,2917
939,449,2917
959,449,2917
980,449,2917
992,445,2893
1012,445,2893
1032,445,2893
1070,453,2942
861,464,3157
860,452,3073
874,448,3046
887,444,3019
900,440,2993
906,432,2942
918,429,2917
939,429,2917
951,425,2893
972,425,2893
992,425,2893
1004,422,2869
1032,425,2893
1061,429,2917
846,434,3101
860,430,3073
874,426,3046
887,423,3019
893,415,2967
913,415,2967
926,412,2942
939,408,2917
943,402,2869
964,402,2869
992,405,2893
1004,402,2869
1024,402,2869
1053,405,2893
1064,402,2869
846,412,3101
860,409,3073
874,405,3046
879,398,2993
893,394,2967
906,391,2942
926,391,2942
939,388,2917
951,385,2893
964,381,2869
992,385,2893
1004,381,2869
1024,381,2869
1044,381,2869
1055,378,2845
861,398,3157
860,387,3073
874,384,3046
879,377,2993
893,374,2967
906,371,2942
926,371,2942
939,367,2917
943,361,2869
964,361,2869
984,361,2869
1004,361,2869
1024,361,2869
1044,361,2869
1073,364,2893
847,379,3186
854,372,3129
860,366,3073
866,359,3019
879,356,2993
